evidence_uuid,evidence_id,scope,type,issuer,date,summary,product_uuid,stage_uuid,file_reference,link_reference
6bc2e863-3453-5225-b9b8-a1bbb9f9a1e6,5407,product,supplier_statement,NON GMO Project,9/12/2023,Product verified non-GMO by the Non-GMO Project standard.,b68b046c-2e66-5d5b-b238-6d5b134f00d7,,,https://www.nongmoproject.org/find-non-gmo/
53520d7b-803f-58df-a9db-8b4b6e6afc9c,5408,product,audit_report,The Vegan Society,7/31/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,be046c34-d3ad-51e3-b7f9-c014c5c055e7,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
549bb822-1ca9-51ab-b74d-44670bb989fc,5409,product,audit_report,OU Kosher,8/18/2023,Product is certified kosher by the Orthodox Union.,be046c34-d3ad-51e3-b7f9-c014c5c055e7,,,https://oukosher.org/product-search/
e2318e20-44a7-5e5c-877b-897a12d6da20,5410,product,audit_report,UTZ Certified,11/13/2022,Product carries UTZ certification for sustainable commodity sourcing.,3f341112-29a0-5294-a573-dbfd02d38c78,,,https://www.rainforest-alliance.org/utz/
c203e1d7-75e9-582c-bb35-81d93eabd0ee,5411,product,third_party_audit,Carbon Trust,5/19/2022,Product has achieved Carbon Trust carbon neutral certification.,3f341112-29a0-5294-a573-dbfd02d38c78,,,https://label.carbontrust.com/search
fa661747-ea45-5d5d-9275-b8c8a7f74336,5412,product,batch_record,Red Tractor,2/28/2024,Product meets Red Tractor standards for food safety and animal welfare.,3f341112-29a0-5294-a573-dbfd02d38c78,,,https://checkers.redtractor.org.uk/
a96e3b7a-a03f-5c85-b29c-7ffb05299bd7,5413,product,third_party_audit,UTZ Certified,6/11/2022,Product carries UTZ certification for sustainable commodity sourcing.,2e829805-0fa2-57f8-bba7-b0d818f07e3f,,,https://www.rainforest-alliance.org/utz/
df6e5098-7be1-5c62-a498-b6bd9210884c,5414,product,third_party_audit,Rainforest Alliance,1/7/2024,Product carries Rainforest Alliance certification for sustainable farming practices.,656f509d-125b-5828-b75e-71084a11d23b,,,https://www.rainforest-alliance.org/find-certified/
6c062f52-787a-5f74-9c04-a0ae770f8bc7,5415,product,certification_directory,OU Kosher,7/8/2022,Product is certified kosher by the Orthodox Union.,656f509d-125b-5828-b75e-71084a11d23b,,,https://oukosher.org/product-search/
568657c0-1640-5aa8-b906-135514dc546f,5416,product,certification_directory,LEAF Marque,2/23/2024,Producer holds LEAF Marque accreditation for sustainable integrated farming.,b17fb416-7985-556b-93a4-624e3bd5fe22,,,https://leaf.eco/leafmarque
851ff3c2-bebb-55c6-afd6-87facd3bb14a,5417,product,supplier_statement,Soil Association,2/28/2023,Product is certified organic by the Soil Association under EU organic standards.,b17fb416-7985-556b-93a4-624e3bd5fe22,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
065a1533-dd0c-5b83-8138-a3b59d03e8a7,5418,product,supplier_statement,Marine Stewardship Council,6/5/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,b22cc153-8dd1-5851-8560-ef5821043cc3,,,https://cert.msc.org/supplierdirectory/
59596187-c22b-50eb-8f8a-623ead6a417a,5419,product,audit_report,The Vegan Society,4/20/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,b22cc153-8dd1-5851-8560-ef5821043cc3,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
7c0933d1-b5fa-575b-86fd-6f73bac8866c,5420,product,certification_directory,Soil Association,2/20/2024,Product is certified organic by the Soil Association under EU organic standards.,03b513b6-181e-5e4c-9244-051a9cf1a647,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
eeec774f-9569-5a69-a051-8e3136c87ab5,5421,product,third_party_audit,RSPO,9/20/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,e80db4a4-151f-5928-8454-bde22490b069,,,https://rspo.org/search-members/supply-chain-certificate-holders/
d4d7181d-6b6e-537b-bbbf-fa42bc20150a,5422,product,audit_report,Marine Stewardship Council,9/3/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,e80db4a4-151f-5928-8454-bde22490b069,,,https://cert.msc.org/supplierdirectory/
81f17020-997b-576d-9a23-5bdc2d4bd20a,5423,product,audit_report,Protected Designation of Origin,8/25/2022,Product holds Protected Designation of Origin status under EU/UK law.,e80db4a4-151f-5928-8454-bde22490b069,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
3dc0be54-9d44-5429-af76-4acb34cc6da7,5424,product,batch_record,Fairtrade International,5/18/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",0d23c701-f2b2-5376-9807-84a55f974499,,,https://www.fairtrade.net/en/fairtrade-finder.html
baf834d1-47fc-5995-80dc-2b15df8d551e,5425,product,third_party_audit,Aquaculture Stewardship Council,5/16/2024,"Product is ASC certified, meeting responsible aquaculture standards.",0d23c701-f2b2-5376-9807-84a55f974499,,,https://asc-aqua.org/find-a-product/
baaaa9b1-4ac6-5cdd-babd-f44557d19284,5426,product,third_party_audit,Rainforest Alliance,4/26/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,0d23c701-f2b2-5376-9807-84a55f974499,,,https://www.rainforest-alliance.org/find-certified/
25a47cb8-d5a8-5c31-9fc2-d6bf873b1f98,5427,product,batch_record,UTZ Certified,5/19/2023,Product carries UTZ certification for sustainable commodity sourcing.,5406a454-a761-50b9-8daf-ccbe07719c1b,,,https://www.rainforest-alliance.org/utz/
5565a2ef-9627-583d-9b7a-c636a91876f9,5428,product,batch_record,Aquaculture Stewardship Council,5/21/2022,"Product is ASC certified, meeting responsible aquaculture standards.",5406a454-a761-50b9-8daf-ccbe07719c1b,,,https://asc-aqua.org/find-a-product/
237658bc-bdaf-51fc-8643-eeb9f840489a,5429,product,audit_report,Soil Association,7/17/2022,Product is certified organic by the Soil Association under EU organic standards.,5406a454-a761-50b9-8daf-ccbe07719c1b,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
858cc3ea-af1a-5d43-931b-197f9fc7a708,5430,product,batch_record,Fairtrade International,2/22/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",fd623195-7a13-5d74-86f1-f13941a88c95,,,https://www.fairtrade.net/en/fairtrade-finder.html
d78de597-949e-503d-b59f-085b9d40ec45,5431,product,supplier_statement,Protected Designation of Origin,2/27/2023,Product holds Protected Designation of Origin status under EU/UK law.,a7857eab-9d46-58c6-b0e3-d6a75e61c8c8,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
a275554b-168f-5e30-837b-cc448ae4b84f,5432,product,audit_report,Rainforest Alliance,2/15/2024,Third-party audit confirms sustainable farming practices at origin.,29db674b-944f-57be-af22-f6f8b6ec8e70,,,https://www.rainforest-alliance.org/find-certified/
f67b77df-dd52-5dfb-accf-cfc76868914e,5433,product,audit_report,Rainforest Alliance,3/26/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,9437b8b9-4a85-59a2-8da2-d1065f2ce4ca,,,https://www.rainforest-alliance.org/find-certified/
21808d78-d3ad-5f8e-a4f2-aa7a63566c85,5434,product,batch_record,The Vegan Society,9/10/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,6f79d750-375a-5390-abe2-10d806b13c5d,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
46e25d00-bd76-5390-86d6-af95202a3a30,5435,product,batch_record,Rainforest Alliance,2/19/2023,Third-party audit confirms sustainable farming practices at origin.,6f79d750-375a-5390-abe2-10d806b13c5d,,,https://www.rainforest-alliance.org/find-certified/
06d9e22c-53d0-54a0-86c1-bf547a9b2385,5436,product,certification_directory,Aquaculture Stewardship Council,9/15/2023,"Product is ASC certified, meeting responsible aquaculture standards.",6f79d750-375a-5390-abe2-10d806b13c5d,,,https://asc-aqua.org/find-a-product/
f9f3a396-742b-5818-8b06-087d0445313a,5437,product,supplier_statement,LEAF Marque,2/8/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,0cbcc2d1-979c-5e7a-88a1-858a7bea5c17,,,https://leaf.eco/leafmarque
dc1c54ef-224d-531f-baca-cfbca9c645a3,5438,product,third_party_audit,NON GMO Project,1/31/2024,Product verified non-GMO by the Non-GMO Project standard.,0cbcc2d1-979c-5e7a-88a1-858a7bea5c17,,,https://www.nongmoproject.org/find-non-gmo/
c530bbe3-abc5-558c-a59c-4542397434fc,5439,product,third_party_audit,Rainforest Alliance,9/1/2023,Third-party audit confirms sustainable farming practices at origin.,0cbcc2d1-979c-5e7a-88a1-858a7bea5c17,,,https://www.rainforest-alliance.org/find-certified/
8d0f8693-6b83-5825-b663-474a7b58fe25,5440,product,certification_directory,OU Kosher,6/18/2023,Product is certified kosher by the Orthodox Union.,577541a5-d78d-5379-b8e4-09aee3a5181c,,,https://oukosher.org/product-search/
d497a9f2-5cc4-5de8-aed5-c7959220d5d0,5441,product,certification_directory,UTZ Certified,4/8/2023,Product carries UTZ certification for sustainable commodity sourcing.,577541a5-d78d-5379-b8e4-09aee3a5181c,,,https://www.rainforest-alliance.org/utz/
d590052c-8edb-5507-8486-d14fc85ede60,5442,product,batch_record,Rainforest Alliance,4/26/2024,Third-party audit confirms sustainable farming practices at origin.,577541a5-d78d-5379-b8e4-09aee3a5181c,,,https://www.rainforest-alliance.org/find-certified/
266361e7-1fcf-55b7-9543-dc2ae6b97e47,5443,product,audit_report,Protected Designation of Origin,6/16/2023,Product holds Protected Designation of Origin status under EU/UK law.,9152c7ac-0fe5-5818-8005-55f4539f702e,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
b3f6013a-f930-581c-8123-ca7e63d9b8ca,5444,product,third_party_audit,NON GMO Project,2/1/2023,Product verified non-GMO by the Non-GMO Project standard.,31ceb176-5b65-59e4-849d-c3112a6faeb2,,,https://www.nongmoproject.org/find-non-gmo/
a116fe76-7374-565e-9a6b-43363c8aad33,5445,product,third_party_audit,Rainforest Alliance,2/23/2024,Third-party audit confirms sustainable farming practices at origin.,31ceb176-5b65-59e4-849d-c3112a6faeb2,,,https://www.rainforest-alliance.org/find-certified/
f4d520cc-4bdf-5ec2-adb7-9d223d56aa6d,5446,product,certification_directory,Fairtrade International,7/14/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",31ceb176-5b65-59e4-849d-c3112a6faeb2,,,https://www.fairtrade.net/en/fairtrade-finder.html
26faf44d-407f-5849-afc5-a03ce86390dc,5447,product,supplier_statement,The Vegan Society,3/3/2024,Product is registered with the Vegan Society as suitable for vegan consumption.,4dbe7a09-8b06-551b-a6b5-51bf5faa225b,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
c39a3310-bf75-5a2e-95a4-850a9241b1bb,5448,product,supplier_statement,NON GMO Project,4/18/2023,Product verified non-GMO by the Non-GMO Project standard.,4dbe7a09-8b06-551b-a6b5-51bf5faa225b,,,https://www.nongmoproject.org/find-non-gmo/
b479c66e-4923-51d4-a82c-364bdca3256f,5449,product,supplier_statement,NON GMO Project,9/20/2023,Product verified non-GMO by the Non-GMO Project standard.,35b5d23e-debd-50d0-9da5-8f4f252afb07,,,https://www.nongmoproject.org/find-non-gmo/
d29b0265-4dcb-59f1-a8fb-5c5bb306661f,5450,product,third_party_audit,Rainforest Alliance,5/26/2022,Third-party audit confirms sustainable farming practices at origin.,02f92b2c-8956-525c-bd6e-1c50f67c215f,,,https://www.rainforest-alliance.org/find-certified/
f062db13-0edd-5595-ae1a-86feb82f3152,5451,product,batch_record,LEAF Marque,4/3/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,f601afe5-6ca8-56ee-90fd-051543b96fb1,,,https://leaf.eco/leafmarque
4ca2c2ff-836b-502d-8aa4-8b47cf71b9f9,5452,product,third_party_audit,UTZ Certified,4/26/2022,Product carries UTZ certification for sustainable commodity sourcing.,f601afe5-6ca8-56ee-90fd-051543b96fb1,,,https://www.rainforest-alliance.org/utz/
5acc9795-1684-5db3-a1f4-79f7304ce6d0,5453,product,third_party_audit,Carbon Trust,12/14/2023,Product has achieved Carbon Trust carbon neutral certification.,fb1ab256-4435-5df1-9cb1-eb9d4f864c2b,,,https://label.carbontrust.com/search
f1955644-7fe1-5844-aa9b-1d430571402e,5454,product,supplier_statement,Soil Association,4/7/2023,Product is certified organic by the Soil Association under EU organic standards.,145e1278-84e0-528d-81ba-6b6ca1f21af4,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
22d50aec-9b00-5bd0-84d3-e14ce07e21af,5455,product,certification_directory,NON GMO Project,7/3/2022,Product verified non-GMO by the Non-GMO Project standard.,145e1278-84e0-528d-81ba-6b6ca1f21af4,,,https://www.nongmoproject.org/find-non-gmo/
5d7a87a2-2e59-5061-9edd-5571f2318cd1,5456,product,batch_record,LEAF Marque,8/28/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,145e1278-84e0-528d-81ba-6b6ca1f21af4,,,https://leaf.eco/leafmarque
b192e7e5-833f-5c89-9ca0-fe387e80783b,5457,product,certification_directory,Protected Designation of Origin,9/14/2022,Product holds Protected Designation of Origin status under EU/UK law.,dc4050d5-8f94-5a01-8016-4692ae68f4a5,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
fb8629b5-86fc-5c08-8eb4-b27f477bef7e,5458,product,supplier_statement,Red Tractor,12/10/2023,Product meets Red Tractor standards for food safety and animal welfare.,dc4050d5-8f94-5a01-8016-4692ae68f4a5,,,https://checkers.redtractor.org.uk/
0d8bcd5f-67d2-579b-8aa2-c0c28e1eb90e,5459,product,audit_report,The Vegan Society,1/6/2024,Product is registered with the Vegan Society as suitable for vegan consumption.,dc4050d5-8f94-5a01-8016-4692ae68f4a5,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
5634a7f0-8b8a-5bc5-ac27-8f5f62a0dda7,5460,product,batch_record,Rainforest Alliance,10/12/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,0d3c7431-2f46-53ec-8606-518beffc86e9,,,https://www.rainforest-alliance.org/find-certified/
cf8bb2dc-3f79-5e12-a77a-0b69d90b7be9,5461,product,supplier_statement,Protected Designation of Origin,3/29/2022,Product holds Protected Designation of Origin status under EU/UK law.,0d3c7431-2f46-53ec-8606-518beffc86e9,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
d3e53753-f7cc-5232-97a4-2c0368c97c8a,5462,product,third_party_audit,LEAF Marque,12/26/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,0d3c7431-2f46-53ec-8606-518beffc86e9,,,https://leaf.eco/leafmarque
059b9d57-c8c9-5d83-b889-3403bc85adfa,5463,product,third_party_audit,Rainforest Alliance,9/19/2023,Third-party audit confirms sustainable farming practices at origin.,e5a4e723-6fb8-5787-b570-4a0d8f65002f,,,https://www.rainforest-alliance.org/find-certified/
e57239e8-c509-5321-b34a-88d1b5362300,5464,product,audit_report,Carbon Trust,1/23/2023,Product has achieved Carbon Trust carbon neutral certification.,e5a4e723-6fb8-5787-b570-4a0d8f65002f,,,https://label.carbontrust.com/search
72723257-f547-55e2-a8ba-7c4f6f241323,5465,product,audit_report,NON GMO Project,12/10/2022,Product verified non-GMO by the Non-GMO Project standard.,439f697a-d4e5-5fd7-840b-63550bb28e3e,,,https://www.nongmoproject.org/find-non-gmo/
2515fc75-7061-5096-b01d-c88305207d63,5466,product,third_party_audit,Fairtrade International,6/11/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",439f697a-d4e5-5fd7-840b-63550bb28e3e,,,https://www.fairtrade.net/en/fairtrade-finder.html
145cac62-97aa-5200-88ee-1c4fc8b498a1,5467,product,audit_report,Carbon Trust,6/16/2022,Product has achieved Carbon Trust carbon neutral certification.,439f697a-d4e5-5fd7-840b-63550bb28e3e,,,https://label.carbontrust.com/search
810b532c-028b-5ccd-af64-128e92f833f9,5468,product,certification_directory,Soil Association,3/6/2023,Product is certified organic by the Soil Association under EU organic standards.,fda4a8cc-e566-59dc-980b-ae6554a20efb,,,https://www.soilassociation.org/certification/check-for-organic-certification/organic-certificate-checker/
cf284fc4-5303-5d66-9391-7b184f3bc0af,5469,product,batch_record,Marine Stewardship Council,10/23/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,2538afef-4849-5891-a325-280a613c5a36,,,https://cert.msc.org/supplierdirectory/
af7ae206-de60-5b94-b6ca-83f3580da2ad,5470,product,audit_report,Rainforest Alliance,5/1/2022,Third-party audit confirms sustainable farming practices at origin.,2538afef-4849-5891-a325-280a613c5a36,,,https://www.rainforest-alliance.org/find-certified/
e15903e3-a884-591c-9224-eae304493e0d,5471,product,certification_directory,Red Tractor,9/30/2023,Product meets Red Tractor standards for food safety and animal welfare.,75f5fe44-7053-593d-a240-8b9528ffc2fd,,,https://checkers.redtractor.org.uk/
53f57267-354f-5a99-9c9e-c9acc6e4971c,5472,product,batch_record,Fairtrade International,5/25/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",4f8ef1b5-6bcc-5371-8c29-4e0875a531d8,,,https://www.fairtrade.net/en/fairtrade-finder.html
948ebfe8-3ebb-5ff6-91b3-f966815487c4,5473,product,batch_record,The Vegan Society,7/11/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,4f8ef1b5-6bcc-5371-8c29-4e0875a531d8,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
37236436-6ae1-5160-8208-79577162a9ab,5474,product,batch_record,RSPO,9/1/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,ffa43b1d-0d10-5883-bdfd-921514e27394,,,https://rspo.org/search-members/supply-chain-certificate-holders/
5c0b381b-e538-5268-b27a-9dce3c702c39,5475,product,batch_record,RSPO,4/10/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,c721cf7b-e2fc-55ca-90f0-46d8a3d86672,,,https://rspo.org/search-members/supply-chain-certificate-holders/
1abb7db7-a466-5859-bc52-871733bccb05,5476,product,third_party_audit,The Vegan Society,9/7/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,d8d1bef9-ce42-5af9-9c04-fc550a2fe9fb,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
73f3e0f1-a687-59bd-a4e4-047d23cac6be,5477,product,certification_directory,Rainforest Alliance,9/8/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,d8d1bef9-ce42-5af9-9c04-fc550a2fe9fb,,,https://www.rainforest-alliance.org/find-certified/
8d0af10e-f2f4-57be-aa22-e98f0981bb0d,5478,product,third_party_audit,Marine Stewardship Council,4/19/2024,Product is MSC certified as sustainably sourced from well-managed fisheries.,a1a8a130-7200-5974-a918-0e1a375423ac,,,https://cert.msc.org/supplierdirectory/
c1e13115-ac9e-50a6-bf9b-c7543a11c458,5479,product,audit_report,RSPO,2/20/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,a1a8a130-7200-5974-a918-0e1a375423ac,,,https://rspo.org/search-members/supply-chain-certificate-holders/
61e58d53-aa61-5a4d-8feb-28b3ea5a5929,5480,product,audit_report,UTZ Certified,6/1/2022,Product carries UTZ certification for sustainable commodity sourcing.,a1a8a130-7200-5974-a918-0e1a375423ac,,,https://www.rainforest-alliance.org/utz/
dab28127-b024-52d4-b8de-5869291c60c7,5481,product,supplier_statement,UTZ Certified,2/7/2022,Product carries UTZ certification for sustainable commodity sourcing.,6e0028a3-2753-59f2-a59f-e404fe9a9f1e,,,https://www.rainforest-alliance.org/utz/
aaeecc6d-95e1-564c-aab1-eaa6191564b8,5482,product,certification_directory,LEAF Marque,11/15/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,260a1874-2495-598f-ac9a-6664aa2bf7b3,,,https://leaf.eco/leafmarque
f2745eb9-aef1-563e-b127-fff7e634c61f,5483,product,supplier_statement,LEAF Marque,3/31/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,901bc879-8116-5222-aa5d-3f40a47bb5ac,,,https://leaf.eco/leafmarque
82e90f8e-fc0c-5c34-b711-fc160baaeca2,5484,product,certification_directory,RSPO,4/22/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,901bc879-8116-5222-aa5d-3f40a47bb5ac,,,https://rspo.org/search-members/supply-chain-certificate-holders/
a000f46a-dd10-5e36-8d19-a6f97443e181,5485,product,batch_record,Marine Stewardship Council,7/2/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,901bc879-8116-5222-aa5d-3f40a47bb5ac,,,https://cert.msc.org/supplierdirectory/
51b6ef3b-f2af-56c1-a555-92a1f493dcb5,5486,product,supplier_statement,UTZ Certified,9/18/2023,Product carries UTZ certification for sustainable commodity sourcing.,75a30741-3e8b-55ed-b544-120d83fab5f9,,,https://www.rainforest-alliance.org/utz/
b9bc74e9-5682-542f-bdba-2413ce8f032a,5487,product,third_party_audit,Rainforest Alliance,3/17/2024,Third-party audit confirms sustainable farming practices at origin.,2d679fa7-22ed-5bf0-80d6-4bbf6de4a706,,,https://www.rainforest-alliance.org/find-certified/
96785773-39d7-5291-a400-6deab7e23023,5488,product,third_party_audit,Protected Designation of Origin,7/1/2022,Product holds Protected Designation of Origin status under EU/UK law.,2d679fa7-22ed-5bf0-80d6-4bbf6de4a706,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
3c4ab58e-31f5-5bdd-8101-5cd9a6a0dcda,5489,product,batch_record,RSPO,2/7/2024,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,2d679fa7-22ed-5bf0-80d6-4bbf6de4a706,,,https://rspo.org/search-members/supply-chain-certificate-holders/
ad0069c0-3d10-5729-aca7-cca8ffefad1b,5490,product,supplier_statement,Aquaculture Stewardship Council,11/27/2022,"Product is ASC certified, meeting responsible aquaculture standards.",c372838f-f176-58b5-b824-e447e4614b20,,,https://asc-aqua.org/find-a-product/
3e3100c7-e88d-519a-993d-7721ece6b528,5491,product,supplier_statement,Fairtrade International,1/24/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",c372838f-f176-58b5-b824-e447e4614b20,,,https://www.fairtrade.net/en/fairtrade-finder.html
da979a8c-c88d-5f0d-8226-bb28018fe3c5,5492,product,certification_directory,Rainforest Alliance,2/16/2024,Product carries Rainforest Alliance certification for sustainable farming practices.,c372838f-f176-58b5-b824-e447e4614b20,,,https://www.rainforest-alliance.org/find-certified/
9949430f-4f84-58e1-89a6-a99196237b25,5493,product,certification_directory,LEAF Marque,10/27/2022,Producer holds LEAF Marque accreditation for sustainable integrated farming.,e425f008-fb36-5707-84ed-c1cbe95477e7,,,https://leaf.eco/leafmarque
3d864f42-371a-5442-a9a1-20714a5673ab,5494,product,batch_record,OU Kosher,5/18/2022,Product is certified kosher by the Orthodox Union.,e425f008-fb36-5707-84ed-c1cbe95477e7,,,https://oukosher.org/product-search/
051f6f46-4a4c-5b2d-b6e9-3a0ee591853a,5495,product,supplier_statement,Rainforest Alliance,12/4/2022,Third-party audit confirms sustainable farming practices at origin.,732bce27-afeb-5aef-81d1-3c351228d091,,,https://www.rainforest-alliance.org/find-certified/
543ba8cb-99a9-59f5-b298-b4edb8eef3c3,5496,product,audit_report,NON GMO Project,9/19/2023,Product verified non-GMO by the Non-GMO Project standard.,4d93ba79-4f41-5c89-a87c-d684989dadf8,,,https://www.nongmoproject.org/find-non-gmo/
f7b8ed19-e9d3-5ad6-8273-99b37064b732,5497,product,certification_directory,OU Kosher,4/22/2022,Product is certified kosher by the Orthodox Union.,4d93ba79-4f41-5c89-a87c-d684989dadf8,,,https://oukosher.org/product-search/
8c8df257-8b31-5b6a-94c3-519b9c64bb1b,5498,product,third_party_audit,Red Tractor,1/18/2024,Product meets Red Tractor standards for food safety and animal welfare.,4d93ba79-4f41-5c89-a87c-d684989dadf8,,,https://checkers.redtractor.org.uk/
98a40be5-042a-5a1e-816b-672dd8e0bce4,5499,product,third_party_audit,OU Kosher,3/18/2024,Product is certified kosher by the Orthodox Union.,5ee10789-cc05-5572-b2c7-1505e4fe0e4e,,,https://oukosher.org/product-search/
3055da13-d82a-58e9-8933-8a7080ca14c8,5500,product,supplier_statement,Rainforest Alliance,3/14/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,5ee10789-cc05-5572-b2c7-1505e4fe0e4e,,,https://www.rainforest-alliance.org/find-certified/
a0bd29a7-afd6-5bed-b7f3-7ca7f786e6aa,5501,product,third_party_audit,The Vegan Society,5/18/2024,Product is registered with the Vegan Society as suitable for vegan consumption.,5ee10789-cc05-5572-b2c7-1505e4fe0e4e,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
49c546b2-8b0a-534f-868c-32d5f930d097,5502,product,third_party_audit,Marine Stewardship Council,10/1/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,67a4fc62-dcf6-589f-a1bb-c62deb9e13a1,,,https://cert.msc.org/supplierdirectory/
244b5edd-abcb-5e82-b869-2b7cd1dee324,5503,product,supplier_statement,OU Kosher,5/13/2022,Product is certified kosher by the Orthodox Union.,67a4fc62-dcf6-589f-a1bb-c62deb9e13a1,,,https://oukosher.org/product-search/
65669fbd-9b0d-513c-a979-81f60a2c28d5,5504,product,batch_record,RSPO,5/20/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,427ba315-0d2f-5483-acfa-a96183bfcfd2,,,https://rspo.org/search-members/supply-chain-certificate-holders/
2a107381-70b5-551d-b64e-7f3876607062,5505,product,audit_report,The Vegan Society,9/17/2023,Product is registered with the Vegan Society as suitable for vegan consumption.,427ba315-0d2f-5483-acfa-a96183bfcfd2,,,https://www.vegansociety.com/resources/lifestyle/shopping/trademark-search
ce8ef898-94d5-5242-8837-611ada9f10ff,5506,product,audit_report,OU Kosher,12/27/2023,Product is certified kosher by the Orthodox Union.,427ba315-0d2f-5483-acfa-a96183bfcfd2,,,https://oukosher.org/product-search/
e4f6a3e8-9bca-5a3e-a43b-3168169de1fd,5507,product,certification_directory,Red Tractor,1/25/2022,Product meets Red Tractor standards for food safety and animal welfare.,de00d978-3c4c-57fc-9315-69100061fa6c,,,https://checkers.redtractor.org.uk/
e62e1921-0645-5204-977c-9ecebbe18bf6,5508,product,batch_record,Fairtrade International,10/3/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",de00d978-3c4c-57fc-9315-69100061fa6c,,,https://www.fairtrade.net/en/fairtrade-finder.html
75a2626a-a426-5a28-95fb-bf84ff67d863,5509,product,audit_report,Rainforest Alliance,3/29/2024,Third-party audit confirms sustainable farming practices at origin.,4cdd34f7-d9ad-5967-b141-e5e41f232c3d,,,https://www.rainforest-alliance.org/find-certified/
19eb7b71-66d1-5b09-97fd-bae03e5b9de6,5510,product,supplier_statement,NON GMO Project,12/25/2022,Product verified non-GMO by the Non-GMO Project standard.,428fc8cc-d042-53d2-9b4e-05aecb06dbe5,,,https://www.nongmoproject.org/find-non-gmo/
47930d45-08ac-59a9-89c3-f84f5d3ebfe8,5511,product,third_party_audit,Protected Designation of Origin,4/5/2024,Product holds Protected Designation of Origin status under EU/UK law.,428fc8cc-d042-53d2-9b4e-05aecb06dbe5,,,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/
1de1fac4-fa92-5ce5-8c58-3a1512cf879b,5512,product,audit_report,Fairtrade International,1/12/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",428fc8cc-d042-53d2-9b4e-05aecb06dbe5,,,https://www.fairtrade.net/en/fairtrade-finder.html
2df2b6f2-5968-524b-8427-e0e230faf4b2,5513,product,supplier_statement,Red Tractor,3/20/2024,Product meets Red Tractor standards for food safety and animal welfare.,25486be2-ebd8-5a7d-b4b9-81b55d991404,,,https://checkers.redtractor.org.uk/
