node_uuid,node_id,org_name,role,country,city
99f867b3-4a85-5ca1-8163-07083818dafc,2569,Pacific Processors Inc,processor,netherlands,
6ed44c97-2d99-5ccc-a0f0-dfe4826a1edc,2570,Continental Herbs Ltd,processor,spain,
23a95d73-3c45-5f9f-91cb-448781671d1c,2571,Continental Confections,factory,netherlands,
58ae23d2-fd3e-55c3-ab5b-7d774c6c7680,2572,Iberian Food Industries,factory,netherlands,
090496a3-227b-5326-84e8-6b600d64ebb0,2573,Blue Ridge Farm,farm,poland,
eacc50c6-bce1-561a-a752-5273a6c58869,2574,Nordic Seafood Processing,processor,france,
021adfb8-e52b-569b-8d7c-84c8f5b9bf9d,2575,Pacific Processors Inc,processor,germany,
8a10bf4e-0dd4-56ca-bdc0-9f416da85686,2576,Nordic Consumer Goods,factory,germany,
c3399f24-6249-578a-9df0-3cdba0dd3f90,2577,European Foods Manufacturing,factory,spain,
d6909f12-7c2b-52f5-9af8-0c04b17425b9,2578,Meadowbrook Farm,farm,germany,
bb427175-3fcf-5096-9fc4-eb4f5b695263,2579,Spice Masters Ltd,processor,poland,
380a142e-b2c5-5c5e-b1f7-0f20ac5b09f2,2580,Pacific Processors Inc,processor,netherlands,
72d78661-b873-55c8-a61b-9d2b99b0f94a,2581,Nordic Consumer Goods,factory,netherlands,
221fb22b-51ae-5500-87ee-015d1ce973bb,2582,Alpine Production Group,factory,france,
d17c3d3d-9e59-58fb-a401-fd4a8574dcbe,2583,Meadowbrook Farm,farm,spain,
fec1ef7b-ab31-5366-9bd5-205d431d9ee9,2584,Bakkavor Group,processing plant,kenya,
dafdf9f8-3479-5821-9f7f-dae83397ede6,2585,2 Sisters Food Group,processing plant,kenya,
770d4842-81e1-5396-b90e-3d9b3f7d3845,2586,Nordic Cold Chain,cold store,france,
232e90e3-b292-524d-9be5-752963fd9c5f,2587,Kloosterboer Cold Logistics,cold store,united kingdom,
cf4b414e-b3f6-5324-834e-4c42d3bffe08,2588,Sunrise Agricultural,farm,united kingdom,
d1fc9be7-87f5-5ff9-8bcb-ca90a88a7a90,2589,Bakkavor Group,processing plant,united kingdom,
07a45f68-dfc3-5d15-9ffd-d5798858bda5,2590,2 Sisters Food Group,processing plant,belgium,
0cc744b9-c9ea-5fde-9cbe-d0aa8747214e,2591,Lineage UK Ltd,cold store,poland,
9b05992e-8618-5885-964b-54345c5d2ad4,2592,Kloosterboer Cold Logistics,cold store,united kingdom,
bfd1cd58-62a0-5405-9c37-4ae36c4d7edf,2593,Meadowbrook Farm,farm,france,
0b78782c-30a6-5d56-8fbd-bb28c629f4df,2594,Kerry Foods,processing plant,united kingdom,
99349b96-0cbf-5146-bbc5-5c9b0f43ae8b,2595,2 Sisters Food Group,processing plant,belgium,
eb753183-4c73-5d7b-b8a7-816dfce45e6e,2596,Frigo-Logistics UK,cold store,united kingdom,
9b1cc3d8-3b5b-50d2-95af-7a333e4b072c,2597,Frigo-Logistics UK,cold store,poland,
bad49e01-748f-52d7-b453-8ca09cd369e8,2598,Highland Fields,farm,spain,
2ac692b8-eb0e-5a17-9f3a-e5e23c1e4edb,2599,2 Sisters Food Group,processing plant,spain,
b42853d2-f254-5ce6-9983-72dbcde21688,2600,2 Sisters Food Group,processing plant,france,
2106e228-b01e-594e-800f-946e60c7f80a,2601,Lineage UK Ltd,cold store,france,
8a630f73-90f0-512b-a569-eeeeae75b955,2602,Nordic Cold Chain,cold store,united kingdom,
ada47db3-8fc3-5407-9fe9-f126554a444a,2603,Blue Ridge Farm,farm,poland,
85f59bdd-d63c-5eed-90e8-c0a8d75478e7,2604,Greencore UK,processing plant,belgium,
6c5292e8-93a0-5628-8345-56a60eb613f1,2605,Kerry Foods,processing plant,spain,
19f40e2d-d038-5838-b3a0-3c57e2973e64,2606,Lineage UK Ltd,cold store,united kingdom,
77da6179-c2ec-5267-97ac-47f0d6596138,2607,Lineage UK Ltd,cold store,france,
96af6b7b-a14b-5d2e-ba41-10873e1e6b15,2608,Peak District Farms,farm,kenya,
d1a95ff4-4dfc-528c-9a8c-7d2e6b7dabf3,2609,Kerry Foods,processing plant,spain,
deaa0c4e-6fa4-5721-b7e5-558b520f63cb,2610,Cranswick PLC,processing plant,france,
1414ee1b-ea02-5ad5-88e4-0046404bdae0,2611,Frigo-Logistics UK,cold store,kenya,
ca3e93b0-2382-5e42-b9f7-3e1c83dbe2f4,2612,Nordic Cold Chain,cold store,belgium,
deb9c0b2-c235-5524-ab96-546c85222d81,2613,Cedar Grove Estate,farm,kenya,
5451b640-05d0-5a07-bb0a-90cb2e988c10,2614,Bakkavor Group,processing plant,poland,
2259cf5a-6350-5400-84fe-eaacda2bc54a,2615,2 Sisters Food Group,processing plant,france,
ce8a34e6-761c-5876-a007-99158dca44d0,2616,Lineage UK Ltd,cold store,france,
9926e0bd-350a-53e8-bdde-ca2f817a1b65,2617,Kloosterboer Cold Logistics,cold store,france,
343dadfc-615f-5915-b541-60d387e9ee2c,2618,Green Valley Farm,farm,poland,
e7fa9f05-320d-5ec3-9cab-cd0f50562415,2619,2 Sisters Food Group,processing plant,kenya,
e5ce68da-0bfe-571e-89f3-f15f277c106e,2620,Bakkavor Group,processing plant,kenya,
e518c236-66d4-5243-86c9-d98a50a174c4,2621,Nordic Cold Chain,cold store,belgium,
b2640254-fba6-584b-a7c8-7c520922e7a0,2622,Kloosterboer Cold Logistics,cold store,kenya,
454eb0b3-c1c9-5218-8ffb-b924a08cc561,2623,Sunrise Agricultural,farm,france,
85cdd76c-d626-5c37-ac64-58d6c9601285,2624,2 Sisters Food Group,processing plant,kenya,
34b89d33-c58f-5841-a119-503bbfec6d79,2625,Greencore UK,processing plant,belgium,
f3ceb2d3-73e9-50cf-8f55-d0369dc30c92,2626,Lineage UK Ltd,cold store,belgium,
e418de4e-d1ac-5e4d-b5d9-5b1e51afc994,2627,Lineage UK Ltd,cold store,poland,
9d971266-63b7-5458-b80a-473a4f94bbd1,2628,Green Valley Farm,farm,poland,
5e51206f-7455-504b-af15-287982faa35b,2629,Cranswick PLC,processing plant,france,
4b5ea04f-fb00-5693-bd65-6cef5a0fdb43,2630,Greencore UK,processing plant,poland,
29ca7f59-a160-5d4c-b147-d6e23846b390,2631,Frigo-Logistics UK,cold store,united kingdom,
9bbd57f4-7f42-5635-9b22-822f43d145e9,2632,Nordic Cold Chain,cold store,kenya,
2d575d04-1bfb-57ea-b4f1-019c86f3bbc3,2633,Meadowbrook Farm,farm,kenya,
83f7f7d1-1cd9-515b-a204-7e1229cd211b,2634,2 Sisters Food Group,processing plant,france,
b4568036-3f15-59ff-ae7f-ae06975c52b4,2635,Greencore UK,processing plant,united kingdom,
40a21af4-0f67-51dc-9eb9-66fd81f23f40,2636,Nordic Cold Chain,cold store,united kingdom,
ed8346b6-61dc-5fd2-b461-a80df670e98c,2637,Frigo-Logistics UK,cold store,spain,
d576da77-8fe9-5234-a591-8f3343803570,2638,Kerry Ingredients,supplier,united states,
c9ee534a-10bb-5080-95f4-3986d4bc0b22,2639,Coca-Cola CCEP UK,bottling plant,germany,
9e13869c-a259-5500-a5f3-abf0a20f9b26,2640,Coca-Cola CCEP UK,bottling plant,belgium,
510dbea9-5a61-5442-a3b5-22a5463a365c,2641,Tate and Lyle Supplies,supplier,germany,
97ea88a6-fbe5-518c-abd2-08360b809c5f,2642,Britvic Bottling,bottling plant,belgium,
c6571204-721a-5274-ac4b-4c48db6c0b4a,2643,Fever-Tree Production,bottling plant,france,
f02678e1-fd7a-549d-b205-793a2e5ce151,2644,Univar Solutions UK,supplier,germany,
be775405-4570-5c8b-ab2c-6d3bd02ed405,2645,Coca-Cola CCEP UK,bottling plant,united states,
48699594-e461-5070-b59c-503bdc83bb31,2646,AG Barr Bottling,bottling plant,united kingdom,
24a18669-9bc1-5b8d-9992-deeec7a5a84f,2647,Cargill UK Ltd,supplier,belgium,
f25add93-f03f-592c-8600-f3bb8144e927,2648,Fever-Tree Production,bottling plant,ireland,
307bbf91-edb2-5a8c-8633-5fae3fecdc20,2649,Britvic Bottling,bottling plant,united states,
3dd0b126-ebf3-5b8e-90f3-12eeebc67677,2650,Cargill UK Ltd,supplier,france,
c2078125-d784-568e-8c56-e3c96a6c361d,2651,Coca-Cola CCEP UK,bottling plant,belgium,
5cafaf57-d68b-5a9f-ba3e-1b652bf092f5,2652,Britvic Bottling,bottling plant,united states,
72259a62-de22-5828-84e0-d97bf3fbf09d,2653,Tate and Lyle Supplies,supplier,germany,
a8ec99d5-4a73-5e06-b23c-bc45105e58b4,2654,Fever-Tree Production,bottling plant,ireland,
b7520c14-8317-5a97-99be-85df0c645280,2655,AG Barr Bottling,bottling plant,united kingdom,
10ab4fc7-1e0c-55c0-a1f2-0397c15384e2,2656,Tate and Lyle Supplies,supplier,germany,
6456bb76-1453-59ca-9b00-3f7aedb9dff5,2657,Britvic Bottling,bottling plant,belgium,
5cbc28ee-8047-5a57-be21-e1809aae2530,2658,AG Barr Bottling,bottling plant,united states,
9e1a99ec-a533-58cf-b873-90dbf898473e,2659,Kerry Ingredients,supplier,united kingdom,
4d0dd2d0-f683-5f90-9424-a44ba1639249,2660,Britvic Bottling,bottling plant,germany,
9b499422-12cf-56bd-a3a4-69d839cc2ade,2661,Fever-Tree Production,bottling plant,france,
28072cd9-8005-5d22-959d-e8c9daf25182,2662,Mendoza Vinedos,vineyard,chile,
72cb5c2e-8f95-5f55-b046-cf02a4b7d419,2663,Treasury Wine Estates,winery,argentina,
4c0eb407-e0ed-56a9-9c50-199a8657a2e8,2664,Treasury Wine Estates,winery,chile,
6f1eb782-36be-511d-9b02-be2e01ff1dd0,2665,Fields Morris and Verdin,importer,australia,
64b43263-6881-5d50-ae81-b51069ea11b7,2666,Enotria and Coe,importer,italy,
d47c4fa1-567e-5214-9106-18d26cb9e15d,2667,Barossa Valley Wines,vineyard,france,
3261ac3d-0eac-5305-a4f9-29c001956442,2668,Treasury Wine Estates,winery,italy,
bd97a40c-c9aa-50e2-a0b4-5738760f3bab,2669,Gallo Wines UK,winery,australia,
04f919ff-30f6-5834-9944-f0b029c23936,2670,Justerini and Brooks,importer,chile,
5a851573-6b8e-51c0-9393-74aee4496563,2671,Justerini and Brooks,importer,australia,
d1edd5b2-60eb-56aa-a0b0-e86206821ce5,2672,Chateau Margaux SARL,vineyard,chile,
73e72453-5e68-544f-a6bb-40366ce97041,2673,Concha y Toro UK,winery,italy,
65321303-fc32-5528-b4a6-da4d0f03e784,2674,Concha y Toro UK,winery,france,
18a92178-0bf9-5548-a9b0-ef5eb28e5961,2675,Fields Morris and Verdin,importer,italy,
b03c2442-121b-5c35-8862-369e0a372455,2676,Justerini and Brooks,importer,italy,
c605bb39-0a47-54e2-a04c-bd476314a25f,2677,Concha y Toro Estate,vineyard,france,
9451d4f9-d751-5a88-9a15-af7f5f43ee28,2678,Concha y Toro UK,winery,france,
9d7ea586-0de3-5e4f-b343-66ad177cb135,2679,Concha y Toro UK,winery,chile,
0f6afa39-06bd-539b-be34-377c34d22c0e,2680,Berry Bros and Rudd,importer,chile,
d597e6fc-9a1d-5a02-8e20-743cc93e3a9b,2681,Justerini and Brooks,importer,argentina,
817bb2d2-a65d-5f16-bd97-412a03f53669,2682,Loire Valley Estates,vineyard,argentina,
4899dbd6-82fa-5241-bbb9-a25b03bcb315,2683,Concha y Toro UK,winery,italy,
c207d2c9-283a-572f-b2d8-e971d2a0dc21,2684,Freixenet Mionetto,winery,france,
d4295fd5-8d97-5455-923c-5841b1acabfc,2685,Fields Morris and Verdin,importer,spain,
89590aa4-b8c8-5b99-a80a-2f98932d1e17,2686,Justerini and Brooks,importer,france,
a1b17f96-ef58-5b6d-abee-57a3eb52b90d,2687,Mendoza Vinedos,vineyard,chile,
9d47867e-ba76-57d8-b863-6858c7740258,2688,Gallo Wines UK,winery,spain,
d8746bef-c0de-5e4d-aaee-6db1e98e78e1,2689,Freixenet Mionetto,winery,argentina,
3431fc7b-41e6-566d-b8c8-1b19a25cb9ac,2690,Enotria and Coe,importer,italy,
4cc08a18-8c4d-58af-973d-8f341ac0b918,2691,Enotria and Coe,importer,italy,
dc80dd77-25d1-5c04-9cde-69e05fbda93e,2692,Tenuta Toscana,vineyard,italy,
0ca3d1d5-dade-512e-ba99-48358141be02,2693,Concha y Toro UK,winery,argentina,
95a14de8-2549-56e7-9ebd-ae5b4548645c,2694,Gallo Wines UK,winery,spain,
eb2537ee-7a30-54e6-80fb-8576ecc0b781,2695,Berry Bros and Rudd,importer,spain,
6ea08138-0933-522a-890f-3a4985e6d27a,2696,Justerini and Brooks,importer,italy,
cd14badd-f9d2-522f-b633-0f6a8d70d4d2,2697,Bodegas Rioja Sur,vineyard,italy,
6d6d3c30-3003-5b6c-861a-95dac95676ca,2698,Concha y Toro UK,winery,italy,
4b6fad6e-fb11-5084-8988-40969ac8b63e,2699,Freixenet Mionetto,winery,italy,
8e1c4b64-1ece-5ae3-88be-debac10263c9,2700,Enotria and Coe,importer,australia,
5e4db457-a637-57a3-95a1-a032420944a1,2701,Fields Morris and Verdin,importer,chile,
fcfc0428-f9b4-5bd3-999d-ddec2772f7bb,2702,Barossa Valley Wines,vineyard,france,
9b07861f-4ced-5039-b580-87b8a07e010b,2703,Concha y Toro UK,winery,chile,
3e40a40b-92be-535f-9c5d-ca071fb03799,2704,Concha y Toro UK,winery,argentina,
39bbd1ad-8413-5d4e-a5c8-f36ec437dcfd,2705,Justerini and Brooks,importer,australia,
799dce49-db65-59bc-8dbe-8b95823042e4,2706,Berry Bros and Rudd,importer,spain,
30103597-9d9a-5b25-a6b9-8cc0c353a0f8,2707,Riverside Cultivators,farm,united kingdom,
7b0873dc-77ec-5a7f-8d01-33507c910e30,2708,Muntons Malt,malting house,ireland,
d69521c3-aae5-54a5-b09a-4ed76b7e7de0,2709,Muntons Malt,malting house,ireland,
8358fde0-82a2-55e2-94de-2f633b5e9b39,2710,Carlsberg Marstons,brewery,ireland,
8fac6ad0-6e7f-5234-9eae-578b8a1b07ba,2711,Carlsberg Marstons,brewery,belgium,
8b13ebfb-ad45-5fc9-9818-0c5bc9fd22bf,2712,Green Valley Farm,farm,united kingdom,
25889179-068d-5e64-8df9-8e9de6a833e5,2713,Thomas Fawcett and Sons,malting house,united kingdom,
33fc8371-37cc-5cca-9ad9-9906b9bd86ef,2714,Crisp Maltings,malting house,united kingdom,
a8a9a73b-a6d9-569a-835a-d55c461d0768,2715,BrewDog PLC,brewery,germany,
64112e1c-b002-5889-ba36-335593c8c58c,2716,Heineken UK,brewery,ireland,
601689e4-483f-54cc-bc00-1200da0c208f,2717,Golden Harvest Co,farm,united kingdom,
26a55e1a-31f9-58ff-b440-a6cf75955d1c,2718,Crisp Maltings,malting house,belgium,
cc02b028-b93a-5a84-bb81-8d99748ac927,2719,Muntons Malt,malting house,belgium,
656ce44d-f764-595f-a3fc-3c34065c5946,2720,BrewDog PLC,brewery,united kingdom,
979f8177-d4d1-5567-8a0e-76d6606728f0,2721,Carlsberg Marstons,brewery,netherlands,
c5a79fb3-7259-5f8e-90e9-d19c7a3faad7,2722,Riverside Cultivators,farm,germany,
c46f6afe-9554-5714-aaa2-3a41fb8ca0a8,2723,Thomas Fawcett and Sons,malting house,netherlands,
f5a8b2b8-b3d2-5991-8dcc-3589feacc176,2724,Crisp Maltings,malting house,united kingdom,
3037c86a-cb97-53b5-826e-944bd9338a85,2725,Carlsberg Marstons,brewery,netherlands,
6a192584-0ef5-570c-a9de-c47b8fbe9dae,2726,BrewDog PLC,brewery,united kingdom,
b2d9f255-24c0-50ac-9bec-7d5662de56d9,2727,Evergreen Growers,farm,belgium,
65386554-98bc-5bae-8a67-f933dd2727ad,2728,Thomas Fawcett and Sons,malting house,germany,
11445a04-d9dd-5867-9483-043b3ff1fc49,2729,Muntons Malt,malting house,germany,
cf638f2e-c2fc-59fd-96c3-a3b365e0c5ea,2730,Fullers Brewery,brewery,united kingdom,
632c6ff4-3aea-5537-aa94-a36d12db3368,2731,Heineken UK,brewery,czech republic,
b09dd787-a5f7-5199-91e5-f7b2eead86a3,2732,Cedar Grove Estate,farm,czech republic,
7024fdf6-ac92-5135-af49-d5a166396eb0,2733,Crisp Maltings,malting house,germany,
f94e762a-469a-54df-91a6-3123b7f88d06,2734,Muntons Malt,malting house,united kingdom,
3949d799-27eb-5da1-b66b-a604a7bf53cf,2735,Fullers Brewery,brewery,united kingdom,
1c2b12f7-9944-5084-a1ee-3f6be5073b51,2736,BrewDog PLC,brewery,netherlands,
77e054a1-7d9c-5b9e-8c78-b41e1270de4c,2737,Peak District Farms,farm,czech republic,
64f05543-57ea-526d-a301-e6e58870d741,2738,Bairds Malt,malting house,netherlands,
820383c8-4bea-5409-af38-e1b9e1012ab3,2739,Crisp Maltings,malting house,netherlands,
65c89cc8-a66c-52c3-a4ff-45be84830203,2740,Carlsberg Marstons,brewery,netherlands,
7570d596-9ec8-510b-9251-a27f7c8c4969,2741,Fullers Brewery,brewery,germany,
d7f0b266-0231-565c-a2d7-59584c723dc2,2742,Cedar Grove Estate,farm,germany,
06d0dbe6-ebe5-56d9-8ebf-9714045dbc80,2743,Crisp Maltings,malting house,ireland,
5b32a16b-baa7-5248-80af-279a44bfdf52,2744,Thomas Fawcett and Sons,malting house,germany,
a1b74ac9-4005-5b6a-a9a0-91ec82335175,2745,Fullers Brewery,brewery,netherlands,
a6114629-a417-57bb-86f9-8b6ba352d2e2,2746,Fullers Brewery,brewery,united kingdom,
fe86d4c1-7a57-53fa-a175-9de60cfc84e1,2747,Sunrise Agricultural,farm,netherlands,
40981ff9-53c8-555d-b17d-57d0b0bed69a,2748,Crisp Maltings,malting house,ireland,
7a608bc4-d343-5d2a-b58c-6bc1c59d64ac,2749,Crisp Maltings,malting house,united kingdom,
8dc4fa43-18b2-5302-8e5b-561e4ea5dd90,2750,Carlsberg Marstons,brewery,united kingdom,
c2762242-8023-558e-9602-2137b3294cac,2751,Heineken UK,brewery,germany,
13d3149c-682a-5b3e-880a-44e6379dbbd3,2752,Highland Fields,farm,ireland,
b82d11e1-7db1-5d74-b086-8197b50c134e,2753,Muntons Malt,malting house,netherlands,
91c19145-5f87-5789-ab60-97187c7d9b41,2754,Crisp Maltings,malting house,belgium,
d0b35e96-0bb6-5fd7-b0e8-b26bf4ddc145,2755,Heineken UK,brewery,belgium,
b6648ea7-5e76-5ba2-b628-3518dd6dc91c,2756,AB InBev UK,brewery,czech republic,
285888bb-e2c8-572c-872a-322cb7f09ea1,2757,Evergreen Growers,farm,united kingdom,
d8963339-4d47-5591-b824-9c0d1737a76d,2758,Thomas Fawcett and Sons,malting house,netherlands,
8c29b244-8587-5d98-88ea-26eb8e962770,2759,Muntons Malt,malting house,netherlands,
10cb6f10-5a5e-5fdb-8775-aff744552092,2760,AB InBev UK,brewery,united kingdom,
fd3c612c-5883-5198-a51d-017765e117de,2761,BrewDog PLC,brewery,united kingdom,
7a1106d3-30c5-5adc-8c86-d56747535488,2762,Sunrise Agricultural,farm,spain,
de6b37a6-8d2d-56db-a4dc-4564763eee3c,2763,TeaPro Processing Ltd,processor,india,
9f1135bc-506f-501e-bfbb-c9d3455014ef,2764,Spice Masters Ltd,processor,spain,
41b8b2bd-904d-5cf0-a602-2fb1c1f8c24b,2765,Twinings Blending House,blender,spain,
248c96e8-826c-5635-82fa-88c2a806e678,2766,Clipper Blending Co,blender,vietnam,
aec0faf6-af08-59f6-bc82-f79b64a54afd,2767,Golden Harvest Co,farm,vietnam,
64229859-84a0-5721-aa7c-723353ad21d1,2768,Nordic Seafood Processing,processor,vietnam,
3e5f8647-0df1-573a-b31a-db223c427334,2769,TeaPro Processing Ltd,processor,spain,
cf05acd7-ecc2-5652-9bc0-0783b4c893d0,2770,Yorkshire Tea Blenders,blender,india,
7b7f56b2-4f35-5c1e-a315-f7ca09db4b38,2771,Yorkshire Tea Blenders,blender,sri lanka,
b5278d47-8d6c-514f-84ae-144d0ba17cef,2772,Cedar Grove Estate,farm,india,
e0a0f217-7ac3-5b45-a9a1-3385fa48c998,2773,Pacific Processors Inc,processor,sri lanka,
b74314d4-1bec-5431-ba88-d53885ff6d3b,2774,TeaPro Processing Ltd,processor,indonesia,
dc7210d7-9375-50ce-9555-eed4e915486a,2775,Tetley Blend Centre,blender,sri lanka,
41fed29e-3819-560e-bae1-1397224daed1,2776,Tetley Blend Centre,blender,indonesia,
73b6c76b-768a-567b-b142-c52bd29cc402,2777,Blue Ridge Farm,farm,india,
a46aac2b-e84e-5cf8-bd22-66ccb27bafc2,2778,Pacific Processors Inc,processor,spain,
882faa52-f2a1-5ffd-b50e-586e7d35b154,2779,TeaPro Processing Ltd,processor,india,
1dac5ac9-8997-5408-bbc1-4c8925dc1dd2,2780,Tetley Blend Centre,blender,india,
59d65127-6223-5009-8fab-30a11ff60a05,2781,Clipper Blending Co,blender,india,
1d54ae0c-9448-594b-8646-2ad54b1d84cb,2782,Riverside Cultivators,farm,india,
9f917d6a-a5bf-5815-b401-70795fe326b4,2783,Continental Herbs Ltd,processor,spain,
522aa515-0526-56b9-960a-49919516dd97,2784,Nordic Seafood Processing,processor,vietnam,
d5d41962-34d0-5ecb-9d7f-f5e5e05d4338,2785,Clipper Blending Co,blender,vietnam,
35e30be7-c825-5516-a89a-19cb8e0b1435,2786,Yorkshire Tea Blenders,blender,spain,
1908ad14-0a3f-5c16-897c-e741fb2549fa,2787,Green Valley Farm,farm,spain,
e40cb698-2cdd-5b2f-89d3-f78943adf6c1,2788,Spice Masters Ltd,processor,vietnam,
dbb6b56b-e38b-597e-a2a7-372b986c6df0,2789,TeaPro Processing Ltd,processor,mexico,
5b2a84aa-a6c6-58ce-8662-4a2da71386c7,2790,Twinings Blending House,blender,sri lanka,
3605d2ea-f33b-5219-8769-44a3c5f23a9e,2791,Yorkshire Tea Blenders,blender,sri lanka,
22ce8a12-b122-5c28-b162-8d4a748ed167,2792,Evergreen Growers,farm,vietnam,
23564c67-58ca-594d-b1b9-79bca3cbc7fa,2793,Nordic Seafood Processing,processor,mexico,
75f0072a-20ab-52a9-a259-373ad341cade,2794,Pacific Processors Inc,processor,spain,
95cbfdf2-dfeb-5b9c-8490-4b5be3842edb,2795,Clipper Blending Co,blender,vietnam,
4d347d07-e2ef-5459-93da-fdd9f58334ea,2796,Clipper Blending Co,blender,indonesia,
991e5d8f-dc96-5a5e-ab51-aa0feaa990cd,2797,Green Valley Farm,farm,vietnam,
771d3952-0cc0-5da4-b7a2-b268a12a3ff4,2798,TeaPro Processing Ltd,processor,sri lanka,
50015e6f-1cfd-5be8-b648-d96c8c7db716,2799,Pacific Processors Inc,processor,vietnam,
25b35d58-34c7-5055-8fd9-f358cb806e69,2800,Twinings Blending House,blender,indonesia,
0dfefc25-cac3-5e2c-8722-cc474993535f,2801,Twinings Blending House,blender,indonesia,
b6163f71-6055-5959-b312-e9d4fb930cc0,2802,Blue Ridge Farm,farm,mexico,
115ac255-7f15-57d5-bec0-fb438fc9cdc6,2803,Continental Herbs Ltd,processor,sri lanka,
19050fc1-25b3-58cf-8a47-1c6c806bb9e8,2804,Spice Masters Ltd,processor,india,
acc7e256-2760-5618-884a-89444699e9ed,2805,Yorkshire Tea Blenders,blender,spain,
a69de6ef-713a-5bab-ba3f-4f5222c7cdbf,2806,Twinings Blending House,blender,india,
b7ab9c56-a6e3-5239-9d6b-f8f20ad4364f,2807,Cedar Grove Estate,farm,indonesia,
cff45007-fde4-5b69-a485-d07e24b17cef,2808,TeaPro Processing Ltd,processor,spain,
a5fc913c-402b-5aef-b5b4-9d8c679c7f52,2809,TeaPro Processing Ltd,processor,mexico,
a864b8ce-0655-542f-88f3-aa461a989da4,2810,Tetley Blend Centre,blender,mexico,
452e94b3-2853-5dda-ad9b-f0c3fd348836,2811,Clipper Blending Co,blender,spain,
4769ff6a-8dc0-5232-938e-8f4cb8ae6660,2812,Blue Ridge Farm,farm,vietnam,
f29bf45d-644c-5547-afea-27ab425ce6ba,2813,Nordic Seafood Processing,processor,indonesia,
71dccb40-30e7-5aa3-b2df-3dc7fd44e63a,2814,Continental Herbs Ltd,processor,indonesia,
3eb9dfb7-2207-5af2-bf8c-0527ed8197b5,2815,Yorkshire Tea Blenders,blender,spain,
c855f4b5-d0e0-51a7-99fc-b3908a2f5b5a,2816,Clipper Blending Co,blender,indonesia,
d96d8601-f650-5627-bb39-d91461cc0be8,2817,Sunrise Agricultural,farm,ethiopia,
615c50a2-0bb3-558d-96ef-c379951e8541,2818,Minas Gerais Coop,cooperative,ethiopia,
c46a50d9-425e-5a95-9041-376edabed5ce,2819,Cauca Cooperative,cooperative,vietnam,
844d295b-86b0-54ca-8c72-ea75f36340d6,2820,Has Bean Coffee,roaster,brazil,
a46dac50-f0a7-5eae-83fd-f09cecbfecdf,2821,Square Mile Roasters,roaster,ethiopia,
22707e56-e86a-5d4c-8915-97f5ab0db019,2822,Evergreen Growers,farm,costa rica,
0077823a-8812-5634-8c9d-9a6f5904ebc5,2823,Yirgacheffe Cooperative,cooperative,costa rica,
ce53dc75-730e-593e-8b29-0d86328e3bab,2824,Oromia Cooperative,cooperative,colombia,
45e33953-075f-5dd3-bbe1-614809053d62,2825,Lavazza Roasting,roaster,colombia,
d710f7a6-e4a4-5a64-a8d8-7e0a18f6d684,2826,Tchibo Roasters,roaster,costa rica,
763b5a01-1ebc-5c06-9892-c3e273cea97c,2827,Cedar Grove Estate,farm,vietnam,
5f1a721e-56fe-5570-8ef0-f4d1749ee52c,2828,Sidama Coffee Union,cooperative,kenya,
5ed0ddd3-7c23-5693-9e45-060ffaeb1f38,2829,Cauca Cooperative,cooperative,ethiopia,
df2f74ab-b5c0-5e45-a0c7-eb7863c2e0eb,2830,Tchibo Roasters,roaster,ethiopia,
b3a3a6ae-7e28-5e12-b8e6-51fb972f565d,2831,Lavazza Roasting,roaster,ethiopia,
3e17514c-bbe6-52b7-8172-1c7a082de911,2832,Peak District Farms,farm,ethiopia,
2e57a1aa-340d-58c2-8f31-b62058c3f418,2833,Antioquia Producers,cooperative,kenya,
d9feea26-074d-5382-aaa6-3f2ce240bcac,2834,Yirgacheffe Cooperative,cooperative,ethiopia,
d8f5fdf0-3733-5578-9ce5-0724a6ca46ef,2835,Tchibo Roasters,roaster,ethiopia,
77a12dad-03ee-5487-b60f-3253cfe27804,2836,Has Bean Coffee,roaster,costa rica,
603a2329-9f63-50f8-9ab1-4b22bf129ccf,2837,Meadowbrook Farm,farm,vietnam,
4e8be1fd-d8a6-50e2-ad84-251cc09ea544,2838,Yirgacheffe Cooperative,cooperative,vietnam,
b756f7ea-a2a3-5af8-8509-ab876961191e,2839,Bucaramanga Farmers Union,cooperative,vietnam,
5beb64c3-6570-57c1-bdd8-17a9aa209d55,2840,Union Hand-Roasted,roaster,colombia,
cd6c36d5-2934-53c0-8d80-d3b5cc42efe1,2841,Tchibo Roasters,roaster,colombia,
73193c13-69c8-54c3-881c-bb9c88134283,2842,Riverside Cultivators,farm,peru,
6c33f647-6aaa-5942-b756-0325597c7333,2843,Yirgacheffe Cooperative,cooperative,peru,
6e356711-2fa1-548e-8cd1-5a460ffab954,2844,Antioquia Producers,cooperative,ghana,
bef42032-98d8-57e7-8127-922518252d79,2845,Ivory Coast Fermenters,fermentation plant,peru,
b9cb91c8-521c-5ab5-b14c-f84912b96d18,2846,Ivory Coast Fermenters,fermentation plant,peru,
d804e84f-371f-5f11-bb54-a19c26ecef57,2847,Alpine Production Group,factory,cameroon,
dcffba70-1b54-5bb9-990d-37fc190a17c2,2848,Iberian Food Industries,factory,ivory coast,
b98fa632-6158-5327-a34d-623ff7760e28,2849,Golden Harvest Co,farm,nigeria,
723e05ed-0228-5b3c-bf4d-d4773e16e96e,2850,Antioquia Producers,cooperative,peru,
